Fandom,Link,Title,Description
Harry Potter,https://www.fanfiction.net/s/7751930/1/,Master Manipulators : The Manipulation of War,"The time for subtle manipulation is over, it is time for war."
Harry Potter,https://www.fanfiction.net/s/5371734/1/,Mending Bridges Broken,Cho Chang is determined to mend what went awry between she and Harry Potter.
Harry Potter,https://www.fanfiction.net/s/7694530/1/,"Midnight Gold, The Rise Of The Forgotten Lord","The chronicles of the rise of Lord Harry James Potter and his battle to rebuild the Potter family to its former glory, while working to prove himself worthy of the Potter name and its ancient legacy. "
Harry Potter,https://www.fanfiction.net/s/7984462/1/,More than just Teammates,"Set before 4th year and after Quidditch World Cup, Harry has a surprise encounter with one of his teammates. He later makes a surprise discovery at Gringotts."
Harry Potter,http://hp.adult-fanfiction.org/story.php?no=600007121,Muggle Things,Hermione teaches Harry and Ron about Muggle things
Harry Potter,https://www.fanfiction.net/s/5817703/1/,my dirty little secret,la première fois d'un couple peu banal.
Harry Potter,https://www.fanfiction.net/s/9454389/1/,My Green Eyed Mystery,"Now that Voldemort has been defeated again, the Ministry still under the rule of Fudge, has issued a Repopulation Act. So it happened that Ginny Weasley ends up engaged to the coldest snake in Slytherin named Harry Potter. However as most things these days, nothing is quite how it seems."
Harry Potter,https://www.fanfiction.net/s/6289435/1/,Myrddin Emrys Returns,"Souls don't always live just once. They can return, typically in a time of crisis, if they are deemed worthy. This is about two such souls. Separated by houses. Will they find each other again? Will they even know? One Gryffindor, one Slytherin."
Harry Potter,https://www.fanfiction.net/s/3877632/1/,Mystère sous la lune,"Sarah n'a pas d'amis, elle est dans la maison Serpentard, mais n'en a pas le caractère, elle s'habille toujours en noir, elle a même teint ses cheveux en noir et parle rarement. Cela va intriguer en cette septième année Lily Evans..."
Harry Potter,https://www.fanfiction.net/s/1721371/1/,"Naraë Harry Potter, Nöé Naraë Tom Elvis Jedusor","Harry Potter, sans autre espoir de vaincre le mage noir, repart 20 ans dans le passé pour tenter de sauver ceux qu'il a aimé et éradiquer à la base Voldemort."
Harry Potter,https://www.fanfiction.net/s/2127558/1/,Narcotic Effects,"After the final battle Harry can find solace in nothing and believes himself to be a failure because of the loss of his friends. A certain manipulative, platinum haired woman decides to yank him out of the downward spiral that is his life"
Harry Potter,http://ficwad.com/story/86551,Nephilim's Power,"Harry realizes that he is a Nephilim, a type of dark angel that gets its power from sex. His Nephilim powers have not matured and grown over the years because he has not had sex, so what does sixte..."
Harry Potter,https://www.fanfiction.net/s/6763629/1/,New Love,"They always say love can be dangerous, but it's always worth it right? 17 year old Harry, Goblet of Fire saga moved up to Harry's 7th year with different scenarios before that. Story set in modern times with modern technology."
Harry Potter,http://hp.adult-fanfiction.org/story.php?no=600096808,Night Patrol,Follow Harry Potter as he goes on night patrol as a prefect.
Harry Potter,https://www.fanfiction.net/s/6755363/1/,No Hurry At All,"Remus was so shocked at seeing Sirius fall through the veil that Harry had raced past him before the boy's intentions even registered with the werewolf. Screaming ""Sirius!"" Harry followed his godfather into the veil before anyone could stop him."
Harry Potter,https://www.fanfiction.net/s/8860416/1/,No Name,Le paraitre et les quand dira-t-on sont deux éléments essentiels à la grandeur et à la notoriété d'une famille de sang pur. Mais attention aux squelettes qui dorment dans le placard et qui sont sur le point de se montrer au grand jour…
Harry Potter,https://www.fanfiction.net/s/9807253/1/,Not a Crapalogue,"In honor of November, a new Epilogue each day that does not suck like the one in the book."
Harry Potter,https://www.fanfiction.net/s/7825321/1/,Not Fate ,"A 30 year old Hermione decides that she needs a change. A 32 year old Fleur is led to the same conclusion. How will their new lives intersect, and what demons might be in the past? "
Harry Potter,https://www.fanfiction.net/s/5399481/1/,Not Go Gentle,https://www.fanfiction.net/s/5399481/1/
Harry Potter,https://www.fanfiction.net/s/9421929/1/,Not just a Bookworm,"What if Hermione answered more aggresively when Harry screamed at his two friends as he arrived. It turns to a shouting contest between two friends. Because of his anger, Harry hurts Hermione's feelings. Harry has to learn to take his anger out of people who really deserved and this leads to a really different 5th year."
Harry Potter,https://www.fanfiction.net/s/7144149/1/,Not Normal,"His life was never normal, then it becomes truly abnormal. He must save a world he never cared for, but with others ... he can care."
Harry Potter,https://www.fanfiction.net/s/9606531/1/,Not Normal : The New Normal,Harry's life has changed from what it once was and he must accept his new life so that he might prepare for the war that looms in the future to avoid a far worse war he knows would be the price of failure.
Harry Potter,http://archiveofourown.org/works/724280,Not The Last Time,"Fleur and Hermione have a history. But due to the hunt for the Horcruxes, Hermione knew that she had to sever all ties. Friends, family, lover... Only Harry, Ron and she could do this."
Harry Potter,https://www.fanfiction.net/s/3882344/1/,Not the Only Redhead,"Harry asks Ginny to the Yule Ball. Everyone believes Harry is destined to be with a redhead. There is more than one redhead in Hogwarts, though."
Harry Potter,https://www.fanfiction.net/s/7346702/1/,Nothing In Return,"When an imperiused Ron destroys all bonds between the Potters and the Weasleys, Ginny is left with a terrible choice: disown herself and keep loving and supporting Harry from afar, or be forced to hate him against her will."
Harry Potter,http://ficwad.com/story/86267,Nymph in Servitude,Hawk's response to the CJ Cold Tonks Slave Challenge on the PP3 group. Released in celebration of TFF's 1000th member!
Harry Potter,https://www.fanfiction.net/s/10256543/1/,Nymphadora's Beau,"In the summer prior to fifth year, Andromeda Tonks finds out her daughter Nymphadora has set her sights on Remus Lupin. She's not happy with this, and tricks Tonks into going for Harry Potter instead. What starts out as a way to ""get back"" at her parents, turns into an uncommon romance..."
Harry Potter,http://hp.adult-fanfiction.org/story.php?no=600021907,Of a trunk and the nice bum sitting on top of it,Ginny fancies Hermione and decides that the only possible course of action to get Hermione to consider being with a girl is by being overtly direct
Harry Potter,https://www.fanfiction.net/s/9336526/1/,Of Death and Fate,"After an altered incident at the World Cup, Harry Potter is thrust into a new situation with old and new friends to help him achieve more than he would have ever dreamed for himself."
Harry Potter,https://www.fanfiction.net/s/9035181/1/,Of Gods And Men,arry's ancestors made enemies many centuries before he was born. A kindly god is able to find out about the plot and derail it before an innocent life was snuffed out. With the help of the gods Harry is able to survive his childhood before Hogwarts comes along. 
Harry Potter,https://www.fanfiction.net/s/4536005/1/,Oh God Not Again!,"So maybe everything didn't work out perfectly for Harry. Still, most of his friends survived, he'd gotten married, and was about to become a father. If only he'd have stayed away from the Veil, he wouldn't have had to go back and do everything AGAIN."
Harry Potter,https://www.fanfiction.net/s/8295633/1/,"Old Friends, New Friends","""That date was the reason I was shocked to death when I saw that troll. Of course my hero Harry then came to save me and defeat the big bad troll."" Tonks ended dramatically, placing a sloppy kiss on Harry's red cheek. He would die before he admitted this to her, but when she said that, he felt rather proud of himself."
Harry Potter,https://www.fanfiction.net/s/7169075/1/,On Teenagers And Love,"On the surface, things are not always what they seem. Everything has taken on a far more serious tone as Hermione and Fleur attempt to navigate their constantly shifting relationship during Hermione's sixth year at Hogwarts. War is coming, and they can feel it in their bones."
Harry Potter,http://archiveofourown.org/works/2603054,On The Dangers Of Combining Whisky & Slytherins,Harry isn't sure the way Spin the Bottle is supposed to be played but this is probably not it...
Harry Potter,https://www.fanfiction.net/s/9406757/1/,One Misfired Spell Later,"Harry is hit by a misfired undoing spell in third year, and starts to remember things causing him to flee together with Hermione and a few others, including a godfather he didn't know he have. For Wizarding Britain and Dumbledore in particular old oaths and secrets are now brought to light."
Harry Potter,https://www.fanfiction.net/s/6148504/1/,One Step at a Time,"Fleur's life is a sham. She comes to Hermione for help with something important and Hermione accepts to lend a hand. Throughout their journey, many things will change and they will find out what true love really is."
Harry Potter,https://www.fanfiction.net/s/7058158/1/,One Traffic Light,"What could've happened if the Dursleys avoided one traffic light, and Harry arrived at Kings Cross Station just a few minutes early? A chance for Ginny to do something she'd wanted to do all her life."
Harry Potter,https://www.fanfiction.net/s/10142840/1/,One Traffic Light : A Missed Traffic Light,What if Harry got to the Platform early in book 1?
Harry Potter,https://www.fanfiction.net/s/10159822/1/,One Traffic Light : The Bonds of Friendship,"It is now second year. What surprises are in store for Harry, Ginny and Hermione this year?"
Harry Potter,https://www.fanfiction.net/s/10185093/1/,One Traffic Light : Werewolves And Animaguses,What will the trio get up to this year? And what do the Weasleys have planned?
Harry Potter,http://hp.adult-fanfiction.org/story.php?no=600096706,Our Secret,Hermione is woken in the middle of the night by a noise and decides to investigate.
Harry Potter,https://www.fanfiction.net/s/6783306/1/Paging-Dr-Bell,Paging Dr Bell,"The 15 year anniversary of Voldemort's defeat is near so Luna is writing the behind the scenes look at what the 'power He knew not' was all about. She turns to Dr. Bell, famous psychologist, for her unique view of the B-W-L. Year 1 onwards w/future perspective. Harry/Multi due to House needs."
Harry Potter,https://www.fanfiction.net/s/1729606/1/,Pain and Press,"Un petit FleurHermione, à la limite du pwp, du fluff..."
Harry Potter,https://www.fanfiction.net/s/5883955/1/,Parfaites Situations,"Harry a tué Voldemort au prix de sa vie. A son enterrement tous ses proches sont là, mais c'est une personne de la maison de Serpentard qui dépeindra dans son eulogie la vraie vie et personnalité ainsi que les épreuves subies par le Héros de Gryffondor."
Harry Potter,https://www.fanfiction.net/s/5374899/1/,Perfect Past,A choice between love and life itself. She will lose either way. Hermione is everything Narcissa came to love but was taught to hate. Is love really stronger than hatred?
